Company,TypeName,Inches,Ram,OpSys,Weight,Price,PPI,Touchscreen,Cpu_Series,SSD_Capacity_GB,Has_HDD,Dedicated_GPU,OS_Group
HP,Notebook,15.6,4,Windows 10,2.04,27783,100.45466986113651,1,Core i5,0,1,0,Windows
Asus,Gaming,15.6,24,Windows 10,2.24,158135,141.21199808219862,0,Core i7,512,0,0,Windows
HP,Notebook,15.6,8,Windows 10,2.04,47365,141.21199808219862,0,Core i5,256,0,0,Windows
Asus,Gaming,17.3,16,Windows 10,3.0,80133,127.33567457123111,0,Core i7,256,1,0,Windows
Lenovo,Gaming,15.6,8,Windows 10,3.2,74538,141.21199808219862,0,Core i7,256,1,0,Windows
HP,Ultrabook,13.3,8,Windows 10,1.32,74538,165.6321180513006,0,Core i7,256,0,0,Windows
Dell,Notebook,14.0,8,Windows 10,1.64,68184,157.3505121487356,0,Core i5,256,0,0,Windows
HP,Notebook,15.6,4,Windows 10,1.63,36709,100.45466986113651,0,Core i3,128,0,0,Windows
Dell,Notebook,17.3,8,Linux,2.8,47365,127.33567457123111,0,Core i5,128,1,1,Linux-Based
Lenovo,Notebook,14.0,8,Windows 7,2.02,71395,157.3505121487356,0,Core i5,256,0,0,Windows
Lenovo,Notebook,15.6,4,Windows 10,2.2,42570,141.21199808219862,0,Core i7,0,1,0,Windows
Lenovo,Notebook,15.6,8,No OS,2.2,24455,100.45466986113651,0,Core i3,0,1,0,Others
Dell,Notebook,15.6,4,Windows 10,2.3,31168,141.21199808219862,0,Core i5,0,1,1,Windows
Dell,Notebook,15.6,8,Windows 10,1.9,73366,141.21199808219862,0,Core i5,256,0,0,Windows
Dell,Gaming,17.3,16,Windows 10,4.42,160520,127.33567457123111,0,Core i7,128,1,0,Windows
Toshiba,Notebook,15.6,8,Windows 10,2.0,45820,141.21199808219862,0,Core i5,0,1,0,Windows
Asus,Notebook,15.6,8,Windows 10,2.0,69210,282.42399616439724,0,Core i7,256,1,0,Windows
Others,Notebook,13.3,4,Windows 10,1.2,19660,165.6321180513006,0,Celeron,32,0,0,Windows
Asus,Gaming,15.6,8,Windows 10,2.3,87858,141.21199808219862,0,Core i5,128,1,0,Windows
Dell,Notebook,15.6,8,Windows 10,1.93,72940,141.21199808219862,0,Core i7,256,0,0,Windows
Dell,Notebook,15.6,8,Windows 10,2.2,42486,141.21199808219862,0,Core i5,256,0,1,Windows
HP,Notebook,15.6,4,Windows 10,1.86,21258,141.21199808219862,0,Pentium,256,0,0,Windows
HP,Gaming,17.3,12,Windows 10,2.62,95850,127.33567457123111,0,Core i7,0,1,0,Windows
Lenovo,Notebook,14.0,8,Windows 10,1.87,45767,157.3505121487356,0,Core i7,256,0,0,Windows
Dell,Ultrabook,13.3,8,Windows 10,1.2,74538,276.053530085501,1,Core i7,256,0,0,Windows
Dell,Notebook,14.0,4,Windows 10,1.6,39207,157.3505121487356,0,Core i3,128,0,0,Windows
HP,Ultrabook,13.3,8,Windows 10,1.34,61005,276.053530085501,0,Core i7,256,0,0,Windows
Acer,Gaming,15.6,8,Linux,2.4,42517,141.21199808219862,0,Core i5,0,1,0,Linux-Based
Asus,Notebook,15.6,4,Windows 10,2.0,18594,100.45466986113651,0,Other,0,1,1,Windows
HP,Notebook,15.6,4,Windows 10,2.1,37589,141.21199808219862,0,Core i3,128,0,0,Windows
Lenovo,Notebook,14.0,4,Windows 10,1.87,41824,157.3505121487356,0,Core i5,0,1,0,Windows
Lenovo,Notebook,15.6,4,No OS,2.15,24634,141.21199808219862,0,Core i5,0,1,0,Others
HP,Notebook,15.6,4,Windows 10,1.86,21152,141.21199808219862,0,Core i3,0,1,0,Windows
Lenovo,Notebook,15.6,8,Windows 10,1.99,92121,141.21199808219862,0,Core i7,512,0,0,Windows
Lenovo,Notebook,15.6,4,Windows 10,2.2,26586,141.21199808219862,0,Core i3,128,0,0,Windows
Dell,Notebook,15.6,8,Windows 10,1.9,59513,141.21199808219862,0,Core i5,256,0,0,Windows
Dell,Gaming,17.3,16,Windows 10,4.42,143802,127.33567457123111,0,Core i7,256,1,0,Windows
HP,Notebook,17.3,8,Windows 10,2.65,28992,106.11306214269258,0,Core i3,0,1,0,Windows
HP,Notebook,17.3,8,Windows 10,2.63,68198,127.33567457123111,0,Core i7,0,1,0,Windows
Asus,Notebook,15.6,4,Linux,2.0,11934,100.45466986113651,0,Celeron,0,1,0,Linux-Based
Others,Notebook,13.3,4,Windows 10,1.35,13586,165.6321180513006,0,Other,0,0,0,Windows
Lenovo,Notebook,17.3,6,Windows 10,2.8,50562,106.11306214269258,0,Core i7,128,1,0,Windows
HP,Notebook,15.6,6,Windows 10,1.91,30310,141.21199808219862,0,Other,128,0,1,Windows
Dell,Notebook,15.6,4,Windows 10,2.18,32921,100.45466986113651,0,Core i3,0,1,1,Windows
Acer,2 in 1 Convertible,11.6,4,Windows 10,1.25,18594,189.90579052433606,1,Celeron,0,0,0,Windows
Lenovo,Notebook,15.6,4,Windows 10,2.05,33566,141.21199808219862,0,Core i3,128,0,0,Windows
HP,Ultrabook,13.3,16,Windows 10,1.16,104695,276.053530085501,1,Other,512,0,0,Windows
Lenovo,Notebook,17.3,8,Windows 10,3.4,159786,127.33567457123111,0,Core i7,256,0,0,Windows
Asus,Notebook,15.6,8,Windows 10,2.5,44701,141.21199808219862,0,Core i5,128,1,0,Windows
Dell,Ultrabook,13.3,8,Windows 10,1.21,85194,331.2642361026012,1,Core i5,128,0,0,Windows
Dell,Notebook,15.6,4,Windows 10,1.93,51095,100.45466986113651,0,Core i5,0,1,0,Windows
Others,Notebook,15.6,8,Windows 10,2.2,39373,100.45466986113651,0,Core i5,0,1,0,Windows
Lenovo,Notebook,15.6,4,Windows 10,2.2,18328,141.21199808219862,0,Pentium,0,1,0,Windows
Lenovo,Notebook,14.0,4,Windows 10,2.02,52747,111.93520355955211,0,Core i5,0,1,0,Windows
HP,Workstation,17.3,8,Windows 10,3.14,99153,106.11306214269258,0,Core i5,0,1,0,Windows
HP,Notebook,14.0,8,Windows 10,1.94,20725,111.93520355955211,0,Pentium,0,1,0,Windows
HP,Notebook,15.6,6,Windows 10,1.95,34578,141.21199808219862,0,Other,256,0,1,Windows
Lenovo,Notebook,15.6,8,Windows 10,2.3,44222,141.21199808219862,0,Core i5,256,0,0,Windows
Lenovo,Notebook,15.6,4,Windows 10,2.05,36496,141.21199808219862,0,Core i5,0,1,0,Windows
Others,Notebook,14.0,4,Windows 10,1.4,13266,157.3505121487356,0,Other,32,0,0,Windows
Toshiba,Ultrabook,14.0,16,Windows 10,1.24,99367,157.3505121487356,1,Core i7,512,0,0,Windows
Lenovo,Gaming,17.3,32,Windows 10,4.6,141884,127.33567457123111,0,Core i7,256,1,0,Windows
MSI,Gaming,17.3,16,Windows 10,4.14,145401,127.33567457123111,0,Core i7,512,1,0,Windows
Dell,Notebook,15.6,8,Linux,2.2,39907,141.21199808219862,0,Core i7,256,0,1,Linux-Based
Others,Notebook,14.0,4,Windows 10,1.45,20725,157.3505121487356,0,Celeron,32,0,0,Windows
Dell,Notebook,15.6,8,Windows 10,1.9,53733,100.45466986113651,0,Core i5,0,1,0,Windows
HP,Notebook,13.3,4,Windows 10,1.49,38308,165.6321180513006,0,Core i3,128,0,0,Windows
Dell,Notebook,15.6,16,Windows 10,1.93,81912,141.21199808219862,0,Core i7,256,0,0,Windows
Dell,Netbook,11.6,4,Chrome OS,1.26,15717,135.0942111925629,0,Celeron,0,0,0,Linux-Based
MSI,Gaming,17.3,16,Windows 10,4.5,125154,127.33567457123111,0,Core i7,128,1,0,Windows
HP,Gaming,17.3,16,Windows 10,3.78,79813,127.33567457123111,0,Core i7,256,1,0,Windows
Lenovo,Ultrabook,14.0,12,Windows 10,1.4,89137,157.3505121487356,0,Core i7,256,0,0,Windows
Lenovo,Notebook,15.6,12,Windows 10,2.2,32447,100.45466986113651,1,Core i7,0,1,0,Windows
Asus,Gaming,17.3,8,Windows 10,2.73,94305,127.33567457123111,0,Core i5,128,1,0,Windows
Asus,2 in 1 Convertible,15.6,8,Windows 10,2.2,39373,100.45466986113651,1,Core i5,0,1,0,Windows
Lenovo,Notebook,15.6,12,Windows 10,2.2,50562,141.21199808219862,0,Other,512,0,1,Windows
Dell,2 in 1 Convertible,11.6,4,Windows 10,1.39,32127,135.0942111925629,1,Other,128,0,0,Windows
Others,Notebook,15.6,16,Windows 10,2.5,90522,141.21199808219862,0,Core i7,128,1,0,Windows
Lenovo,Notebook,17.3,4,No OS,2.8,28185,127.33567457123111,0,Core i3,0,1,0,Others
Lenovo,Notebook,15.6,8,Windows 10,2.29,24455,100.45466986113651,0,Core i3,0,1,0,Windows
Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.37,107892,165.6321180513006,1,Core i7,512,0,0,Windows
Lenovo,Notebook,14.0,8,Windows 10,1.7,78534,157.3505121487356,0,Core i5,256,0,0,Windows
Dell,2 in 1 Convertible,12.5,8,Windows 10,1.34,88977,176.23257360658386,1,Core i5,256,0,0,Windows
Dell,Workstation,15.6,8,Windows 10,2.06,93932,141.21199808219862,1,Core i7,256,0,0,Windows
HP,Notebook,15.6,8,Windows 10,1.84,64948,141.21199808219862,0,Core i7,256,0,0,Windows
HP,Notebook,15.6,4,Windows 10,2.1,35616,100.45466986113651,0,Core i3,0,1,0,Windows
Acer,Notebook,14.0,4,Windows 10,1.6,17529,157.3505121487356,0,Celeron,0,0,0,Windows
MSI,Gaming,17.3,16,Windows 10,4.14,117162,127.33567457123111,0,Core i7,128,1,0,Windows
Dell,Notebook,15.6,4,Linux,2.18,24775,100.45466986113651,0,Core i3,0,1,1,Linux-Based
MSI,Gaming,15.6,16,Windows 10,1.8,122490,282.42399616439724,0,Core i7,256,1,0,Windows
Toshiba,Notebook,15.6,8,Windows 10,2.2,74538,141.21199808219862,0,Core i7,256,0,0,Windows
Lenovo,Notebook,15.6,6,Windows 10,2.4,30049,141.21199808219862,0,Core i5,0,1,0,Windows
Lenovo,2 in 1 Convertible,15.6,8,Windows 10,2.0,69210,141.21199808219862,1,Core i7,256,0,0,Windows
Acer,Notebook,14.0,4,Windows 10,1.6,18594,111.93520355955211,0,Pentium,0,0,0,Windows
Lenovo,Notebook,15.6,32,Windows 10,2.5,261018,282.42399616439724,0,Xeon,1024,0,0,Windows
Dell,Gaming,15.6,16,Windows 10,2.59,46833,141.21199808219862,0,Core i7,0,1,0,Windows
Dell,Notebook,15.6,4,Linux,2.18,23650,100.45466986113651,0,Core i3,0,1,0,Linux-Based
Dell,Notebook,15.6,4,Linux,2.25,19127,100.45466986113651,0,Core i3,0,1,0,Linux-Based
Dell,Notebook,15.6,4,Linux,1.93,46300,100.45466986113651,0,Core i5,0,1,0,Linux-Based
Asus,Gaming,17.3,8,Windows 10,3.0,62231,127.33567457123111,0,Core i7,128,1,0,Windows
Dell,Notebook,15.6,4,Linux,2.18,30316,141.21199808219862,0,Core i5,128,0,1,Linux-Based
HP,Ultrabook,15.6,8,Windows 10,1.84,74005,141.21199808219862,0,Core i7,512,0,0,Windows
MSI,Gaming,15.6,16,Windows 10,2.94,120831,141.21199808219862,0,Core i7,256,1,0,Windows
Acer,2 in 1 Convertible,11.6,4,Chrome OS,1.25,20193,135.0942111925629,1,Celeron,0,0,0,Linux-Based
HP,Notebook,14.0,8,Windows 10,2.31,59886,111.93520355955211,0,Core i5,256,0,0,Windows
Lenovo,Notebook,14.0,8,Windows 7,1.65,78055,157.3505121487356,0,Core i5,256,0,0,Windows
Dell,Notebook,15.6,4,Windows 10,2.2,41345,141.21199808219862,0,Core i5,0,1,1,Windows
Others,Notebook,15.6,8,Windows 10,2.2,42570,100.45466986113651,0,Core i5,256,0,0,Windows
HP,Notebook,15.6,4,Windows 7,1.88,49656,100.45466986113651,0,Core i5,0,1,0,Windows
Lenovo,Notebook,15.6,8,Windows 10,2.2,47898,141.21199808219862,0,Core i7,0,1,0,Windows
Others,Notebook,14.0,2,Windows 10,1.4,12733,157.3505121487356,0,Other,0,0,0,Windows
Lenovo,Notebook,15.6,4,No OS,2.2,24935,141.21199808219862,0,Core i5,128,0,0,Others
Asus,2 in 1 Convertible,13.3,6,Windows 10,1.5,34046,165.6321180513006,1,Core i5,0,1,0,Windows
Dell,Notebook,15.6,8,Windows 10,2.0,96969,141.21199808219862,0,Core i7,256,0,0,Windows
Asus,Ultrabook,14.0,16,Windows 10,1.1,101232,157.3505121487356,0,Core i7,512,0,0,Windows
Dell,Gaming,15.6,16,Windows 10,2.62,78801,141.21199808219862,0,Core i7,256,1,0,Windows
Lenovo,Notebook,15.6,4,Windows 10,1.8,44169,141.21199808219862,0,Core i5,256,0,0,Windows
Lenovo,Notebook,15.6,4,Windows 10,2.2,30849,141.21199808219862,0,Core i3,0,1,0,Windows
Asus,Notebook,15.6,8,Windows 10,2.0,21258,100.45466986113651,0,Celeron,0,1,0,Windows
Asus,Notebook,15.6,8,Windows 10,1.99,48304,141.21199808219862,0,Core i5,0,1,0,Windows
Dell,Ultrabook,13.3,8,Windows 10,1.23,99580,276.053530085501,1,Core i5,256,0,0,Windows
Lenovo,Notebook,14.0,2,Windows 10,1.42,13266,111.93520355955211,0,Celeron,0,0,0,Windows
Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.37,93635,165.6321180513006,1,Core i7,256,0,0,Windows
Dell,Notebook,15.6,16,Windows 10,2.06,127818,282.42399616439724,1,Core i7,1024,0,0,Windows
Lenovo,Gaming,15.6,8,Windows 10,2.5,59087,141.21199808219862,0,Core i7,128,1,0,Windows
HP,Notebook,17.0,8,Windows 10,2.6,27753,107.98564559226952,0,Other,0,1,1,Windows
Lenovo,Ultrabook,14.0,16,Windows 10,1.14,130536,157.3505121487356,0,Core i7,512,0,0,Windows
Asus,Gaming,15.6,8,No OS,2.5,62284,141.21199808219862,0,Core i7,0,1,0,Others
Acer,Notebook,15.6,4,Windows 10,2.4,23976,100.45466986113651,0,Core i3,0,1,0,Windows
Lenovo,Notebook,14.0,4,Windows 10,1.43,14598,111.93520355955211,0,Celeron,0,0,0,Windows
Acer,Ultrabook,14.0,8,Windows 10,1.8,48964,157.3505121487356,0,Core i5,256,0,0,Windows
Others,Gaming,14.0,16,Windows 10,1.95,138474,157.3505121487356,0,Core i7,256,0,0,Windows
Toshiba,Notebook,13.3,8,Windows 10,1.2,64628,165.6321180513006,0,Core i5,256,0,0,Windows
Lenovo,Ultrabook,12.5,8,Windows 10,1.36,84395,176.23257360658386,0,Core i7,256,0,0,Windows
Asus,Gaming,17.3,32,Windows 10,3.8,149130,127.33567457123111,0,Core i7,512,0,0,Windows
Acer,Gaming,15.6,8,Linux,2.4,37775,141.21199808219862,0,Core i5,0,1,0,Linux-Based
Dell,Ultrabook,13.3,8,Windows 10,1.2,77250,165.6321180513006,0,Core i5,256,0,0,Windows
MSI,Gaming,15.6,8,Windows 10,2.2,63499,141.21199808219862,0,Core i7,128,1,0,Windows
HP,Notebook,15.6,4,No OS,1.86,19441,100.45466986113651,0,Core i3,0,1,0,Others
Toshiba,Notebook,15.6,8,Windows 10,2.0,56689,141.21199808219862,0,Core i5,0,1,0,Windows
Dell,Notebook,15.6,8,Windows 10,2.2,48964,141.21199808219862,0,Core i7,256,0,1,Windows
Dell,Notebook,15.6,16,Windows 10,2.2,60472,141.21199808219862,0,Core i7,256,1,1,Windows
Lenovo,Gaming,15.6,8,Windows 10,3.31,63722,141.21199808219862,0,Core i7,128,1,0,Windows
Dell,Gaming,17.3,32,Windows 10,4.42,167691,254.67134914246222,0,Core i7,512,1,0,Windows
Dell,Notebook,14.0,8,Windows 10,1.56,65481,157.3505121487356,0,Core i5,256,0,0,Windows
Lenovo,Notebook,15.6,4,Windows 10,2.2,22324,100.45466986113651,0,Celeron,0,1,0,Windows
Lenovo,Notebook,15.6,4,Windows 10,2.2,28504,141.21199808219862,0,Core i5,0,1,0,Windows
HP,Notebook,15.6,6,Windows 10,2.04,28717,141.21199808219862,0,Core i3,0,1,1,Windows
MSI,Gaming,17.3,8,Windows 10,2.7,79215,127.33567457123111,0,Core i7,128,1,0,Windows
Toshiba,Notebook,15.6,4,Windows 10,2.1,26533,100.45466986113651,0,Core i3,128,0,0,Windows
Dell,Notebook,15.6,8,Windows 10,2.06,50882,141.21199808219862,0,Core i5,0,1,0,Windows
HP,Notebook,15.6,8,Windows 10,2.1,39693,141.21199808219862,0,Core i7,0,1,1,Windows
Toshiba,Notebook,15.6,8,Windows 10,2.0,67026,141.21199808219862,0,Core i5,256,0,0,Windows
Acer,Notebook,15.6,4,Linux,2.1,21951,100.45466986113651,0,Core i3,128,0,0,Linux-Based
Others,Ultrabook,13.5,8,Windows 10 S,1.252,99519,200.84255993695703,1,Core i7,256,0,0,Windows
Lenovo,Notebook,15.6,8,Windows 10,1.9,43580,141.21199808219862,0,Core i5,128,1,1,Windows
Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.3,55091,165.6321180513006,1,Core i5,256,0,0,Windows
Lenovo,Notebook,15.6,4,Windows 10,2.2,18594,100.45466986113651,0,Other,128,0,1,Windows
HP,2 in 1 Convertible,14.0,4,Windows 10,1.63,37242,157.3505121487356,1,Core i3,128,0,0,Windows
MSI,Gaming,15.6,16,Windows 10,2.4,68944,141.21199808219862,0,Core i7,256,1,0,Windows
Asus,Ultrabook,14.0,8,Windows 10,1.1,60472,157.3505121487356,0,Core i5,256,0,0,Windows
HP,2 in 1 Convertible,11.6,8,Chrome OS,1.4,26373,135.0942111925629,1,Celeron,0,0,0,Linux-Based
Others,Ultrabook,15.6,8,Windows 10,1.09,122490,141.21199808219862,0,Core i7,512,0,0,Windows
Acer,Gaming,15.6,16,Windows 10,2.5,69210,141.21199808219862,0,Core i5,256,0,0,Windows
MSI,Gaming,15.6,8,Windows 10,2.2,53168,141.21199808219862,0,Core i5,256,0,0,Windows
Asus,Notebook,15.6,4,Windows 10,1.86,22324,100.45466986113651,0,Celeron,128,0,0,Windows
Dell,Gaming,15.6,16,Windows 10,3.21,109277,141.21199808219862,0,Core i5,128,1,0,Windows
HP,Notebook,17.3,4,Windows 10,2.5,37242,127.33567457123111,0,Core i3,256,0,1,Windows
Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.19,79866,165.6321180513006,1,Core i7,512,0,0,Windows
Dell,Gaming,15.6,16,Windows 10,3.49,149916,141.21199808219862,0,Core i7,256,1,0,Windows
HP,Notebook,15.6,4,Windows 10,1.86,32639,100.45466986113651,0,Core i5,0,1,1,Windows
Dell,Notebook,15.6,4,Windows 10,2.2,29073,100.45466986113651,0,Core i3,0,1,1,Windows
HP,Notebook,17.3,6,Windows 10,2.65,30316,127.33567457123111,0,Other,0,1,1,Windows
Lenovo,Notebook,15.6,4,Windows 10,2.1,16943,100.45466986113651,0,Celeron,0,1,0,Windows
Acer,Notebook,14.0,4,Chrome OS,1.45,19980,111.93520355955211,0,Celeron,0,0,0,Linux-Based
Lenovo,Notebook,14.0,4,Windows 10,1.7,37242,157.3505121487356,0,Core i5,256,0,0,Windows
HP,Workstation,17.3,8,Windows 10,3.14,101657,127.33567457123111,0,Core i7,0,1,0,Windows
Lenovo,2 in 1 Convertible,14.0,8,Windows 10,1.42,137995,209.8006828649808,1,Core i7,256,0,0,Windows
Toshiba,Notebook,13.3,8,Windows 10,1.5,51841,165.6321180513006,0,Core i5,256,0,0,Windows
Acer,Netbook,11.6,4,Windows 10,1.4,14332,135.0942111925629,0,Celeron,0,0,0,Windows
Lenovo,2 in 1 Convertible,14.0,16,Windows 10,1.38,93186,157.3505121487356,1,Core i7,512,0,0,Windows
Asus,2 in 1 Convertible,12.5,4,Chrome OS,1.2,35644,176.23257360658386,1,Other,0,0,0,Linux-Based
Toshiba,Ultrabook,13.3,16,Windows 10,1.36,100006,165.6321180513006,1,Core i7,512,0,0,Windows
HP,Notebook,15.6,4,Windows 10,2.1,36709,141.21199808219862,0,Core i7,0,1,1,Windows
Dell,Gaming,15.6,8,Windows 10,2.56,43636,141.21199808219862,0,Core i5,0,1,0,Windows
Lenovo,Notebook,15.6,4,Windows 10,2.2,21258,141.21199808219862,0,Other,256,0,1,Windows
Lenovo,Notebook,15.6,8,Windows 10,2.2,22857,100.45466986113651,0,Other,0,1,1,Windows
Lenovo,Notebook,15.6,4,Windows 10,2.1,33110,141.21199808219862,0,Core i5,0,1,0,Windows
Lenovo,Notebook,15.6,4,No OS,1.9,23976,100.45466986113651,0,Core i3,0,1,0,Others
Dell,Notebook,15.6,8,Windows 10,2.18,42357,141.21199808219862,0,Core i5,256,0,0,Windows
Acer,2 in 1 Convertible,13.3,8,Windows 10,1.6,53226,165.6321180513006,1,Core i5,256,0,0,Windows
Lenovo,Workstation,15.6,16,Windows 7,2.18,98834,141.21199808219862,0,Core i7,512,0,0,Windows
Lenovo,Notebook,14.0,8,Windows 10,1.8,63456,157.3505121487356,0,Core i5,256,0,0,Windows
HP,Notebook,17.3,6,Windows 10,2.71,34898,127.33567457123111,0,Other,0,1,1,Windows
Lenovo,Gaming,15.6,8,Windows 10,2.5,66546,141.21199808219862,0,Core i7,128,1,0,Windows
Dell,Notebook,14.0,8,Linux,1.64,58021,157.3505121487356,0,Core i5,256,0,0,Linux-Based
Dell,Notebook,15.6,8,Linux,1.98,38681,141.21199808219862,0,Core i5,0,1,0,Linux-Based
Asus,Notebook,14.0,4,Windows 10,1.5,15877,157.3505121487356,0,Celeron,0,0,0,Windows
Dell,Notebook,15.6,16,Windows 10,1.93,76012,141.21199808219862,0,Core i5,512,0,0,Windows
Lenovo,Notebook,14.0,8,Windows 10,1.87,45664,157.3505121487356,0,Core i5,256,0,0,Windows
Dell,Notebook,15.6,8,Windows 10,1.9,62817,141.21199808219862,0,Core i5,256,0,0,Windows
Lenovo,Notebook,15.6,4,Windows 10,2.19,15877,100.45466986113651,0,Other,0,1,1,Windows
Others,Notebook,14.0,4,Windows 10,1.4,14119,161.72539083525606,0,Other,0,1,0,Windows
HP,Notebook,17.3,8,Windows 10,2.63,63936,127.33567457123111,0,Core i7,256,0,0,Windows
Lenovo,Ultrabook,14.0,8,Windows 10,1.17,89864,209.8006828649808,0,Core i7,512,0,0,Windows
HP,2 in 1 Convertible,13.3,8,Windows 10,1.58,44574,117.82653006268643,1,Core i5,256,0,0,Windows
Lenovo,Ultrabook,14.0,8,Windows 10,1.32,79866,157.3505121487356,0,Core i5,256,0,0,Windows
Dell,Gaming,17.3,32,Windows 10,4.36,194972,254.67134914246222,0,Core i7,1024,1,0,Windows
MSI,Gaming,17.3,8,Windows 10,2.7,71847,127.33567457123111,0,Core i7,128,1,0,Windows
Lenovo,Notebook,15.6,4,No OS,1.9,26101,100.45466986113651,0,Core i5,0,1,0,Others
Dell,Notebook,15.6,8,Windows 10,2.2,38308,141.21199808219862,0,Core i5,128,1,1,Windows
Dell,2 in 1 Convertible,13.3,4,Windows 10,1.71,34578,165.6321180513006,1,Core i3,0,1,0,Windows
Dell,Notebook,15.6,8,Linux,2.32,31409,100.45466986113651,0,Core i5,0,1,1,Linux-Based
HP,Notebook,15.6,4,Windows 10,2.1,26053,141.21199808219862,0,Other,0,1,1,Windows
Acer,Gaming,17.3,16,Windows 10,4.2,103096,127.33567457123111,0,Core i7,128,1,0,Windows
Dell,Notebook,15.6,12,Windows 10,2.25,34578,100.45466986113651,0,Core i5,0,1,0,Windows
HP,Notebook,15.6,6,Windows 10,2.1,34632,141.21199808219862,0,Other,128,1,1,Windows
Acer,Notebook,15.6,4,Windows 10,2.4,29783,100.45466986113651,0,Core i5,0,1,0,Windows
Lenovo,Notebook,13.3,8,Windows 10,1.44,51148,165.6321180513006,0,Core i5,256,0,0,Windows
Lenovo,Notebook,15.6,4,Windows 10,1.85,41505,141.21199808219862,0,Core i7,0,1,0,Windows
HP,Workstation,15.6,16,Windows 10,2.6,128884,141.21199808219862,0,Core i7,256,0,0,Windows
Dell,2 in 1 Convertible,13.3,8,Windows 10,1.55,35111,165.6321180513006,1,Core i5,0,1,0,Windows
MSI,Gaming,15.6,16,Windows 10,1.8,111593,141.21199808219862,0,Core i7,256,1,0,Windows
Acer,Notebook,15.6,4,Windows 10,2.4,21887,100.45466986113651,0,Core i3,0,1,0,Windows
Dell,Notebook,15.6,8,Windows 10,2.0,64308,141.21199808219862,0,Core i7,128,1,0,Windows
Dell,Notebook,15.6,8,Windows 10,2.0,35431,100.45466986113651,0,Core i3,256,0,0,Windows
Toshiba,Notebook,14.0,8,Windows 10,1.25,81784,157.3505121487356,1,Core i5,256,0,0,Windows
Lenovo,2 in 1 Convertible,14.0,8,Windows 10,1.7,53226,157.3505121487356,1,Core i5,256,0,0,Windows
Lenovo,Workstation,15.6,16,Windows 10,2.5,175770,282.42399616439724,0,Core i7,1024,0,0,Windows
Acer,Notebook,14.0,2,Chrome OS,1.68,17582,111.93520355955211,0,Celeron,0,0,0,Linux-Based
Others,Ultrabook,13.3,16,Windows 10,0.81,87858,165.6321180513006,0,Core i7,256,0,0,Windows
HP,Notebook,15.6,8,Windows 10,1.86,28717,141.21199808219862,0,Core i3,256,0,0,Windows
Dell,Notebook,14.0,8,Windows 10,1.6,60031,111.93520355955211,0,Core i5,256,0,0,Windows
HP,Workstation,17.3,16,Windows 7,3.0,233845,127.33567457123111,0,Xeon,256,0,0,Windows
Lenovo,Netbook,11.6,4,Windows 10,1.4,25308,135.0942111925629,1,Celeron,128,0,0,Windows
HP,Notebook,15.6,8,Windows 10,1.84,101232,141.21199808219862,0,Core i5,256,0,0,Windows
Asus,Notebook,15.6,4,No OS,2.45,30849,100.45466986113651,0,Core i5,0,1,0,Others
Lenovo,Ultrabook,14.0,4,Windows 10,1.7,58394,157.3505121487356,0,Core i5,180,0,0,Windows
Asus,Notebook,15.6,4,Windows 10,2.37,45282,100.45466986113651,0,Core i7,256,0,0,Windows
Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.3,63882,276.053530085501,1,Core i5,256,0,0,Windows
HP,Notebook,15.6,8,Windows 10,2.2,58554,141.21199808219862,0,Core i5,128,1,0,Windows
HP,Workstation,15.6,8,Windows 7,2.59,83170,141.21199808219862,0,Core i7,256,0,0,Windows
Dell,Gaming,15.6,16,Windows 10,4.42,152859,282.42399616439724,0,Core i7,256,1,0,Windows
Acer,Notebook,15.6,4,Windows 10,2.1,31914,100.45466986113651,0,Core i5,256,0,0,Windows
Lenovo,Gaming,15.6,8,Windows 10,2.5,55837,141.21199808219862,0,Core i7,128,1,0,Windows
Dell,Ultrabook,12.5,16,Windows 10,1.18,99047,176.23257360658386,0,Core i7,256,0,0,Windows
Others,Ultrabook,12.3,8,Chrome OS,1.1,83063,234.50740003017813,1,Core i5,256,0,0,Linux-Based
Asus,Ultrabook,13.3,8,Windows 10,1.2,60153,276.053530085501,0,Core i5,256,0,0,Windows
Dell,Notebook,13.3,4,Windows 10,1.65,45234,117.82653006268643,0,Core i3,0,1,0,Windows
Acer,Notebook,13.3,4,Windows 10,1.6,34898,117.82653006268643,0,Core i5,128,0,0,Windows
Asus,Notebook,17.3,4,Windows 10,2.8,25059,90.58340172449303,0,Pentium,0,1,0,Windows
Dell,Gaming,15.6,16,Windows 10,2.72,58554,282.42399616439724,1,Core i7,128,1,0,Windows
Others,Ultrabook,13.3,8,Windows 10,1.31,85194,165.6321180513006,1,Core i7,256,0,0,Windows
Acer,Notebook,15.6,4,Linux,2.1,15877,100.45466986113651,0,Pentium,0,1,0,Linux-Based
Dell,Notebook,15.6,16,Windows 10,2.3,62938,141.21199808219862,0,Core i7,256,0,1,Windows
Others,2 in 1 Convertible,15.0,16,Windows 10,1.71,95850,146.86047800548656,1,Core i7,256,0,1,Windows
Toshiba,Notebook,14.0,4,Windows 10,1.75,54345,111.93520355955211,0,Core i5,128,0,0,Windows
